group	accession	protein_length	double_core	repeat1	repeat1_i_evalue	repeat2	repeat2_i_evalue
CMD-like	tr|A0ABW0VBY3|A0ABW0VBY3_9ACTN	184	0				
CMD-like	tr|A0ABW0VXU1|A0ABW0VXU1_9BACL	153	0				
CMD-like	tr|A0ABW0WZK7|A0ABW0WZK7_9ACTN	130	0				
CMD-like	tr|A0ABW0X4D2|A0ABW0X4D2_9ACTN	144	0				
CMD-like	tr|A0ABW0ZAA8|A0ABW0ZAA8_9ACTN	135	0				
CMD-like	tr|A0ABW0ZTD8|A0ABW0ZTD8_9ACTN	141	0				
CMD-like	tr|A0ABW0ZU02|A0ABW0ZU02_9ACTN	206	0				
CMD-like	tr|A0ABW0ZWW8|A0ABW0ZWW8_9ACTN	194	0				
CMD-like	tr|A0ABW1A3Q5|A0ABW1A3Q5_9ACTN	155	0				
CMD-like	tr|A0ABW1C623|A0ABW1C623_9ACTN	173	0				
CMD-like	tr|A0ABW1CF39|A0ABW1CF39_9ACTN	145	0				
CMD-like	tr|A0ABW1CKC1|A0ABW1CKC1_9ACTN	210	0				
CMD-like	tr|A0ABW1CR81|A0ABW1CR81_9ACTN	182	0				
CMD-like	tr|A0ABW1D9V4|A0ABW1D9V4_9ACTN	140	0				
CMD-like	tr|A0ABW1DBJ6|A0ABW1DBJ6_9ACTN	184	0				
CMD-like	tr|A0ABW1DTB2|A0ABW1DTB2_9ACTN	132	0				
CMD-like	tr|A0ABW1EIY3|A0ABW1EIY3_9BACT	193	0				
CMD-like	tr|A0ABW1F7X2|A0ABW1F7X2_9ACTN	198	0				
CMD-like	tr|A0ABW1GB20|A0ABW1GB20_9ACTN	134	0				
CMD-like	tr|A0ABW1H9U1|A0ABW1H9U1_9ACTN	160	0				
CMD-like	tr|A0ABW1HEW4|A0ABW1HEW4_9ACTN	146	0				
CMD-like	tr|A0ABW1HZJ0|A0ABW1HZJ0_9PSEU	195	0				
CMD-like	tr|A0ABW1IH73|A0ABW1IH73_9PSEU	200	0				
CMD-like	tr|A0ABW1IHA7|A0ABW1IHA7_9PSEU	199	0				
CMD-like	tr|A0ABW1J285|A0ABW1J285_9PSEU	155	0				
CMD-like	tr|A0ABW1NKR6|A0ABW1NKR6_9ACTN	135	0				
CMD-like	tr|A0ABW1NYH6|A0ABW1NYH6_9PSEU	166	0				
CMD-like	tr|A0ABW1QBH0|A0ABW1QBH0_9CORY	145	0				
CMD-like	tr|A0ABW1QDE8|A0ABW1QDE8_9CORY	131	0				
CMD-like	tr|A0ABW1QT25|A0ABW1QT25_9ACTN	131	0				
CMD-like	tr|A0ABW1S988|A0ABW1S988_9PROT	187	0				
CMD-like	tr|A0ABW1TXA3|A0ABW1TXA3_9BURK	155	0				
CMD-like	tr|A0ABW1TZ20|A0ABW1TZ20_9BURK	197	0				
CMD-like	tr|A0ABW1V503|A0ABW1V503_9BACL	148	0				
CMD-like	tr|A0ABW1VG99|A0ABW1VG99_9MICO	133	0				
CMD-like	tr|A0ABW1VJJ0|A0ABW1VJJ0_9GAMM	185	0				
CMD-like	tr|A0ABW1Y8B1|A0ABW1Y8B1_STRPL	183	0				
CMD-like	tr|A0ABW1YGD3|A0ABW1YGD3_9GAMM	159	0				
CMD-like	tr|A0ABW1YJG4|A0ABW1YJG4_9GAMM	134	0				
CMD-like	tr|A0ABW1Z3V7|A0ABW1Z3V7_9BACT	173	0				
CMD-like	tr|A0ABW2AY63|A0ABW2AY63_9MICO	132	0				
CMD-like	tr|A0ABW2B1D2|A0ABW2B1D2_9RHOB	126	0				
CMD-like	tr|A0ABW2BXT8|A0ABW2BXT8_9PSEU	188	0				
CMD-like	tr|A0ABW2CDA9|A0ABW2CDA9_9ACTN	159	0				
CMD-like	tr|A0ABW2CI42|A0ABW2CI42_9ACTN	189	0				
CMD-like	tr|A0ABW2DBH4|A0ABW2DBH4_9ACTN	167	0				
CMD-like	tr|A0ABW2DE01|A0ABW2DE01_9ACTN	171	0				
CMD-like	tr|A0ABW2E731|A0ABW2E731_9ACTN	158	0				
CMD-like	tr|A0ABW2FU03|A0ABW2FU03_9ACTN	181	0				
CMD-like	tr|A0ABW2GJY1|A0ABW2GJY1_9ACTN	181	0				
CMD-like	tr|A0ABW2HH20|A0ABW2HH20_9MICO	189	0				
CMD-like	tr|A0ABW2HLK8|A0ABW2HLK8_9ACTN	184	0				
CMD-like	tr|A0ABW2HX21|A0ABW2HX21_9ACTN	155	0				
CMD-like	tr|A0ABW2HY68|A0ABW2HY68_9ACTN	185	0				
CMD-like	tr|A0ABW2I1S8|A0ABW2I1S8_9ACTN	152	0				
CMD-like	tr|A0ABW2ILA1|A0ABW2ILA1_9PROT	186	0				
CMD-like	tr|A0ABW2IM92|A0ABW2IM92_9PROT	190	0				
CMD-like	tr|A0ABW2J5B2|A0ABW2J5B2_9BURK	183	0				
CMD-like	tr|A0ABW2J5J8|A0ABW2J5J8_9BURK	178	0				
CMD-like	tr|A0ABW2JDF6|A0ABW2JDF6_9ACTN	161	0				
CMD-like	tr|A0ABW2JLR9|A0ABW2JLR9_9ACTN	157	0				
CMD-like	tr|A0ABW2JMA5|A0ABW2JMA5_9ACTN	200	0				
CMD-like	tr|A0ABW2JP95|A0ABW2JP95_9ACTN	150	0				
CMD-like	tr|A0ABW2KB81|A0ABW2KB81_9ACTN	186	0				
CMD-like	tr|A0ABW2KHP4|A0ABW2KHP4_9ACTN	144	0				
CMD-like	tr|A0ABW2LNW8|A0ABW2LNW8_9PSEU	152	0				
CMD-like	tr|A0ABW2LSQ0|A0ABW2LSQ0_9PSEU	167	0				
CMD-like	tr|A0ABW2P090|A0ABW2P090_9ACTN	166	0				
CMD-like	tr|A0ABW2Q7U8|A0ABW2Q7U8_9ACTN	203	0				
CMD-like	tr|A0ABW2SVS8|A0ABW2SVS8_9ACTN	187	0				
CMD-like	tr|A0ABW2T555|A0ABW2T555_9ACTN	208	0				
CMD-like	tr|A0ABW2T7L9|A0ABW2T7L9_9ACTN	181	0				
CMD-like	tr|A0ABW2T803|A0ABW2T803_9ACTN	147	0				
CMD-like	tr|A0ABW2TMR2|A0ABW2TMR2_9PSEU	126	0				
CMD-like	tr|A0ABW2TR32|A0ABW2TR32_9PSEU	179	0				
CMD-like	tr|A0ABW2TS44|A0ABW2TS44_9PSEU	150	0				
CMD-like	tr|A0ABW2TTP3|A0ABW2TTP3_9PSEU	140	0				
CMD-like	tr|A0ABW2UK69|A0ABW2UK69_9RHOB	180	0				
CMD-like	tr|A0ABW2VQQ9|A0ABW2VQQ9_9ACTN	192	0				
CMD-like	tr|A0ABW2VU77|A0ABW2VU77_9ACTN	184	0				
CMD-like	tr|A0ABW2WY47|A0ABW2WY47_9ACTN	151	0				
CMD-like	tr|A0ABW2XDA8|A0ABW2XDA8_9ACTN	163	0				
CMD-like	tr|A0ABW2XMQ8|A0ABW2XMQ8_9ACTN	183	0				
CMD-like	tr|A0ABW2YCU3|A0ABW2YCU3_9GAMM	185	0				
CMD-like	tr|A0ABW3C093|A0ABW3C093_SPHXN	181	0				
CMD-like	tr|A0ABW3C5Y3|A0ABW3C5Y3_SPHXN	190	0				
CMD-like	tr|A0ABW3C6W8|A0ABW3C6W8_SPHXN	200	0				
CMD-like	tr|A0ABW3C712|A0ABW3C712_SPHXN	153	0				
CMD-like	tr|A0ABW3CCN8|A0ABW3CCN8_9ACTN	162	0				
CMD-like	tr|A0ABW3CE84|A0ABW3CE84_9ACTN	134	0				
CMD-like	tr|A0ABW3CEW6|A0ABW3CEW6_9ACTN	166	0				
CMD-like	tr|A0ABW3CJ39|A0ABW3CJ39_9ACTN	143	0				
CMD-like	tr|A0ABW3D4K0|A0ABW3D4K0_9BACL	149	0				
CMD-like	tr|A0ABW3ENR0|A0ABW3ENR0_9ACTN	146	0				
CMD-like	tr|A0ABW3ESP0|A0ABW3ESP0_9ACTN	154	0				
CMD-like	tr|A0ABW3FMT9|A0ABW3FMT9_9PSEU	127	0				
CMD-like	tr|A0ABW3G2L8|A0ABW3G2L8_9PSEU	148	0				
CMD-like	tr|A0ABW3G663|A0ABW3G663_9NOCA	173	0				
CMD-like	tr|A0ABW3HGC7|A0ABW3HGC7_9GAMM	206	0				
CMD-like	tr|A0ABW3I5N2|A0ABW3I5N2_9FLAO	185	0				
CMD-like	tr|A0ABW3LG76|A0ABW3LG76_9BACI	177	0				
CMD-like	tr|A0ABW3MB29|A0ABW3MB29_9PSEU	174	0				
CMD-like	tr|A0ABW3MBH2|A0ABW3MBH2_9PSEU	122	0				
CMD-like	tr|A0ABW3MVG2|A0ABW3MVG2_9MICO	175	0				
CMD-like	tr|A0ABW3NVX3|A0ABW3NVX3_9SPHN	151	0				
CMD-like	tr|A0ABW3PL71|A0ABW3PL71_9LACO	132	0				
CMD-like	tr|A0ABW3QAK2|A0ABW3QAK2_9BACT	146	0				
CMD-like	tr|A0ABW3R3Y6|A0ABW3R3Y6_9PSEU	136	0				
CMD-like	tr|A0ABW3R444|A0ABW3R444_9PSEU	179	0				
CMD-like	tr|A0ABW3R4E1|A0ABW3R4E1_9PSEU	127	0				
CMD-like	tr|A0ABW3S8D8|A0ABW3S8D8_9BACL	153	0				
CMD-like	tr|A0ABW3T1K7|A0ABW3T1K7_9CAUL	182	0				
CMD-like	tr|A0ABW3TQU7|A0ABW3TQU7_9MICO	181	0				
CMD-like	tr|A0ABW3UBD2|A0ABW3UBD2_9GAMM	192	0				
CMD-like	tr|A0ABW3UCG8|A0ABW3UCG8_9GAMM	150	0				
CMD-like	tr|A0ABW3VJQ1|A0ABW3VJQ1_9PSEU	206	0				
CMD-like	tr|A0ABW3VNM5|A0ABW3VNM5_9PSEU	197	0				
CMD-like	tr|A0ABW3W139|A0ABW3W139_9ACTN	193	0				
CMD-like	tr|A0ABW3XDS4|A0ABW3XDS4_9ACTN	163	0				
CMD-like	tr|A0ABW3Z789|A0ABW3Z789_9HYPH	190	0				
CMD-like	tr|A0ABW4EMW5|A0ABW4EMW5_9PSEU	131	0				
CMD-like	tr|A0ABW4EPF8|A0ABW4EPF8_9PSEU	180	0				
CMD-like	tr|A0ABW4EVR9|A0ABW4EVR9_9PSEU	182	0				
CMD-like	tr|A0ABW4EXY6|A0ABW4EXY6_9PSEU	131	0				
CMD-like	tr|A0ABW4F196|A0ABW4F196_9PSEU	188	0				
CMD-like	tr|A0ABW4F8Z7|A0ABW4F8Z7_9PSEU	144	0				
CMD-like	tr|A0ABW4G388|A0ABW4G388_9ACTN	122	0				
CMD-like	tr|A0ABW4G8F6|A0ABW4G8F6_9ACTN	125	0				
CMD-like	tr|A0ABW4GEI4|A0ABW4GEI4_9ACTN	188	0				
CMD-like	tr|A0ABW4I099|A0ABW4I099_9SPHN	149	0				
CMD-like	tr|A0ABW4I4E9|A0ABW4I4E9_9SPHN	128	0				
CMD-like	tr|A0ABW4JPE7|A0ABW4JPE7_9BACL	156	0				
CMD-like	tr|A0ABW4K017|A0ABW4K017_9HYPH	144	0				
CMD-like	tr|A0ABW4K559|A0ABW4K559_9HYPH	147	0				
CMD-like	tr|A0ABW4KCQ4|A0ABW4KCQ4_9HYPH	134	0				
CMD-like	tr|A0ABW4KTJ4|A0ABW4KTJ4_9BURK	184	0				
CMD-like	tr|A0ABW4KZL9|A0ABW4KZL9_9BURK	161	0				
CMD-like	tr|A0ABW4L4Y4|A0ABW4L4Y4_9ACTN	193	0				
CMD-like	tr|A0ABW4MG81|A0ABW4MG81_9SPHN	197	0				
CMD-like	tr|A0ABW4N242|A0ABW4N242_9CAUL	153	0				
CMD-like	tr|A0ABW4N615|A0ABW4N615_9CAUL	174	0				
CMD-like	tr|A0ABW4P1D5|A0ABW4P1D5_9NOCA	174	0				
CMD-like	tr|A0ABW4P8X7|A0ABW4P8X7_9NOCA	176	0				
CMD-like	tr|A0ABW4P9E8|A0ABW4P9E8_9NOCA	179	0				
CMD-like	tr|A0ABW4PUS2|A0ABW4PUS2_9ACTN	180	0				
CMD-like	tr|A0ABW4R553|A0ABW4R553_9RHOB	149	0				
CMD-like	tr|A0ABW4RHL5|A0ABW4RHL5_9BACL	139	0				
CMD-like	tr|A0ABW4RM99|A0ABW4RM99_9BACL	149	0				
CMD-like	tr|A0ABW4SIZ0|A0ABW4SIZ0_9BACL	124	0				
CMD-like	tr|A0ABW4SWK1|A0ABW4SWK1_9ACTN	183	0				
CMD-like	tr|A0ABW4TI09|A0ABW4TI09_9ACTN	184	0				
CMD-like	tr|A0ABW4UXE7|A0ABW4UXE7_9BACL	128	0				
CMD-like	tr|A0ABW4VAX2|A0ABW4VAX2_9MICO	137	0				
CMD-like	tr|A0ABW4VSR0|A0ABW4VSR0_9BACT	155	0				
CMD-like	tr|A0ABW4VZL1|A0ABW4VZL1_9BACI	125	0				
CMD-like	tr|A0ABW4YUS6|A0ABW4YUS6_9HYPH	137	0				
CMD-like	tr|A0ABW4YY89|A0ABW4YY89_9HYPH	182	0				
CMD-like	tr|A0ABW4ZIW1|A0ABW4ZIW1_9SPHI	158	0				
CMD-like	tr|A0ABW5AMA4|A0ABW5AMA4_9BRAD	201	0				
CMD-like	tr|A0ABW5ARN6|A0ABW5ARN6_9FLAO	192	0				
CMD-like	tr|A0ABW5BG76|A0ABW5BG76_9PROT	142	0				
CMD-like	tr|A0ABW5BJW4|A0ABW5BJW4_9PROT	140	0				
CMD-like	tr|A0ABW5BMA9|A0ABW5BMA9_9PROT	135	0				
CMD-like	tr|A0ABW5D2P6|A0ABW5D2P6_9BACT	186	0				
CMD-like	tr|A0ABW5DKW5|A0ABW5DKW5_9PROT	147	0				
CMD-like	tr|A0ABW5DLR9|A0ABW5DLR9_9PROT	130	0				
CMD-like	tr|A0ABW5DM94|A0ABW5DM94_9PROT	146	0				
CMD-like	tr|A0ABW5EFL4|A0ABW5EFL4_9GAMM	150	0				
CMD-like	tr|A0ABW5EGM2|A0ABW5EGM2_9GAMM	188	0				
CMD-like	tr|A0ABW5FKK2|A0ABW5FKK2_9PSEU	187	0				
CMD-like	tr|A0ABW5G159|A0ABW5G159_9PSEU	154	0				
CMD-like	tr|A0ABW5G9Z4|A0ABW5G9Z4_9PSEU	191	0				
CMD-like	tr|A0ABW5GLB0|A0ABW5GLB0_9PSEU	210	0				
CMD-like	tr|A0ABW5GRX0|A0ABW5GRX0_9PSEU	197	0				
CMD-like	tr|A0ABW5GXG6|A0ABW5GXG6_9PSEU	157	0				
CMD-like	tr|A0ABW5HH38|A0ABW5HH38_9PSEU	181	0				
CMD-like	tr|A0ABW5HJK5|A0ABW5HJK5_9PSEU	181	0				
CMD-like	tr|A0ABW5IRR6|A0ABW5IRR6_9BACT	195	0				
CMD-like	tr|A0ABW5MC55|A0ABW5MC55_9BACT	183	0				
CMD-like	tr|A0ABW5Q5L7|A0ABW5Q5L7_9BACI	122	0				
CMD-like	tr|A0ABW5RER5|A0ABW5RER5_9BACL	144	0				
CMD-like	tr|A0ABW5S1R4|A0ABW5S1R4_9BACL	128	0				
CMD-like	tr|A0ABW5UDI2|A0ABW5UDI2_9SPHI	145	0				
CMD-like	tr|A0ABW5UWQ5|A0ABW5UWQ5_9MICO	143	0				
CMD-like	tr|A0ABW5XU37|A0ABW5XU37_9SPHI	149	0				
CMD-like	tr|A0ABW5Y1Q1|A0ABW5Y1Q1_9BACL	126	0				
CMD-like	tr|A0ABW5YCJ6|A0ABW5YCJ6_9SPHI	148	0				
CMD-like	tr|A0ABW5YP25|A0ABW5YP25_9FLAO	148	0				
CMD-like	tr|A0ABW6B017|A0ABW6B017_9SPHI	150	0				
CMD-like	tr|A0ABW6B0H2|A0ABW6B0H2_9SPHI	146	0				
CMD-like	tr|A0ABW6CT97|A0ABW6CT97_9CAUL	191	0				
CMD-like	tr|A0ABW6HC17|A0ABW6HC17_9ACTN	162	0				
CMD-like	tr|A0ABW6LHE8|A0ABW6LHE8_9ACTN	125	0				
CMD-like	tr|A0ABW6LPF5|A0ABW6LPF5_9ACTN	200	0				
CMD-like	tr|A0ABW6MJN1|A0ABW6MJN1_9ACTN	175	0				
CMD-like	tr|A0ABW6P9H8|A0ABW6P9H8_9NOCA	192	0				
CMD-like	tr|A0ABW6RT48|A0ABW6RT48_9NOCA	131	0				
CMD-like	tr|A0ABW6RWD1|A0ABW6RWD1_9NOCA	169	0				
CMD-like	tr|A0ABW6SWB5|A0ABW6SWB5_9ACTN	129	0				
CMD-like	tr|A0ABW6UWM8|A0ABW6UWM8_9ACTN	159	0				
CMD-like	tr|A0ABW6V1R7|A0ABW6V1R7_MICFU	184	0				
CMD-like	tr|A0ABW6WW23|A0ABW6WW23_9ACTN	171	0				
CMD-like	tr|A0ABW6XEJ4|A0ABW6XEJ4_9ACTN	135	0				
CMD-like	tr|A0ABW6ZBA7|A0ABW6ZBA7_9HYPH	150	0				
CMD-like	tr|A0ABW6ZH18|A0ABW6ZH18_9HYPH	157	0				
CMD-like	tr|A0ABW6ZU48|A0ABW6ZU48_9HYPH	144	0				
CMD-like	tr|A0ABW7C3P2|A0ABW7C3P2_9ACTN	179	0				
CMD-like	tr|A0ABW7CBG2|A0ABW7CBG2_9CYAN	120	0				
CMD-like	tr|A0ABW7DV48|A0ABW7DV48_STRRO	194	0				
CMD-like	tr|A0ABW7HG22|A0ABW7HG22_9BURK	149	0				
CMD-like	tr|A0ABW7KXW8|A0ABW7KXW8_9NOCA	205	0				
CMD-like	tr|A0ABW7NB42|A0ABW7NB42_9BACT	147	0				
CMD-like	tr|A0ABW7NE96|A0ABW7NE96_9BACT	177	0				
CMD-like	tr|A0ABW7PMW5|A0ABW7PMW5_9ACTN	161	0				
CMD-like	tr|A0ABW7Q0K3|A0ABW7Q0K3_9GAMM	144	0				
CMD-like	tr|A0ABW7QQ61|A0ABW7QQ61_9ACTN	183	0				
CMD-like	tr|A0ABW7R448|A0ABW7R448_9ACTN	143	0				
CMD-like	tr|A0ABW7RWI1|A0ABW7RWI1_STRTE	173	0				
CMD-like	tr|A0ABW7SA10|A0ABW7SA10_STRTE	137	0				
CMD-like	tr|A0ABW7ST11|A0ABW7ST11_9ACTN	168	0				
CMD-like	tr|A0ABW7TDK0|A0ABW7TDK0_9NOCA	183	0				
CMD-like	tr|A0ABW7TKP3|A0ABW7TKP3_9NOCA	142	0				
CMD-like	tr|A0ABW7TP42|A0ABW7TP42_9NOCA	155	0				
CMD-like	tr|A0ABW7UNW2|A0ABW7UNW2_9ACTN	190	0				
CMD-like	tr|A0ABW7VN39|A0ABW7VN39_STROI	185	0				
CMD-like	tr|A0ABW7W8P8|A0ABW7W8P8_9NOCA	155	0				
CMD-like	tr|A0ABW7XN88|A0ABW7XN88_9MICO	151	0				
CMD-like	tr|A0ABW7ZAX0|A0ABW7ZAX0_9ACTN	156	0				
CMD-like	tr|A0ABW8A0Z5|A0ABW8A0Z5_9ACTN	148	0				
CMD-like	tr|A0ABW8AK50|A0ABW8AK50_9ACTN	186	0				
CMD-like	tr|A0ABW8AKJ1|A0ABW8AKJ1_9ACTN	133	0				
CMD-like	tr|A0ABW8AQB7|A0ABW8AQB7_9ACTN	196	0				
CMD-like	tr|A0ABW8CV70|A0ABW8CV70_STRBI	155	0				
CMD-like	tr|A0ABW8F785|A0ABW8F785_9ACTN	201	0				
CMD-like	tr|A0ABW8NM67|A0ABW8NM67_9GAMM	180	0				
CMD-like	tr|A0ABW8NMA2|A0ABW8NMA2_9GAMM	128	0				
CMD-like	tr|A0ABW8UYS1|A0ABW8UYS1_9RHOB	148	0				
CMD-like	tr|A0ABW8V2U7|A0ABW8V2U7_9RHOB	128	0				
CMD-like	tr|A0ABW8Z1P4|A0ABW8Z1P4_9BURK	134	0				
CMD-like	tr|A0ABW8Z2D7|A0ABW8Z2D7_9BURK	180	0				
CMD-like	tr|A0ABW8Z8G1|A0ABW8Z8G1_9BURK	182	0				
CMD-like	tr|A0ABW8ZAV0|A0ABW8ZAV0_9BURK	146	0				
CMD-like	tr|A0ABW9AGD1|A0ABW9AGD1_9BURK	184	0				
CMD-like	tr|A0ABW9AHF8|A0ABW9AHF8_9BURK	131	0				
CMD-like	tr|A0ABW9AW70|A0ABW9AW70_9BURK	178	0				
CMD-like	tr|A0ABW9DWI2|A0ABW9DWI2_9BURK	132	0				
CMD-like	tr|A0ABW9E4R3|A0ABW9E4R3_9BURK	125	0				
CMD-like	tr|A0ABW9E8X2|A0ABW9E8X2_9BURK	137	0				
CMD-like	tr|A0ABW9GAV6|A0ABW9GAV6_9GAMM	166	0				
CMD-like	tr|A0ABW9HUQ3|A0ABW9HUQ3_9ACTN	176	0				
CMD-like	tr|A0ABW9JFU5|A0ABW9JFU5_9SPHI	145	0				
CMD-like	tr|A0ABW9LTA2|A0ABW9LTA2_9MYCO	207	0				
CMD-like	tr|A0ABW9QU71|A0ABW9QU71_9ACTN	139	0				
CMD-like	tr|A0ABW9QYS4|A0ABW9QYS4_9ACTN	191	0				
CMD-like	tr|A0ABW9RMH3|A0ABW9RMH3_9BACT	151	0				
CMD-like	tr|A0ABW9STR0|A0ABW9STR0_9BURK	151	0				
CMD-like	tr|A0ABW9SXK2|A0ABW9SXK2_9BACL	148	0				
CMD-like	tr|A0ABW9UIZ5|A0ABW9UIZ5_9BACL	153	0				
CMD-like	tr|A0ABW9UW54|A0ABW9UW54_9SPHN	156	0				
CMD-like	tr|A0ABW9VPR5|A0ABW9VPR5_9BURK	151	0				
CMD-like	tr|A0ABW9XK15|A0ABW9XK15_9BACL	152	0				
CMD-like	tr|A0ABW9YBH1|A0ABW9YBH1_9GAMM	186	0				
CMD-like	tr|A0ABW9ZEY7|A0ABW9ZEY7_9HYPH	166	0				
CMD-like	tr|A0ABX0BCP8|A0ABX0BCP8_9MICO	141	0				
CMD-like	tr|A0ABX0CRU9|A0ABX0CRU9_9NOCA	156	0				
CMD-like	tr|A0ABX0F2W1|A0ABX0F2W1_9BACL	144	0				
CMD-like	tr|A0ABX0F6H6|A0ABX0F6H6_9BACT	181	0				
CMD-like	tr|A0ABX0NZU9|A0ABX0NZU9_9BURK	128	0				
CMD-like	tr|A0ABX0PRV4|A0ABX0PRV4_9GAMM	155	0				
CMD-like	tr|A0ABX0Q1D4|A0ABX0Q1D4_9GAMM	159	0				
CMD-like	tr|A0ABX0XVG3|A0ABX0XVG3_9ACTN	200	0				
CMD-like	tr|A0ABX0Y6M8|A0ABX0Y6M8_9ACTN	176	0				
CMD-like	tr|A0ABX0YRG1|A0ABX0YRG1_STRTL	147	0				
CMD-like	tr|A0ABX0YVV8|A0ABX0YVV8_STRTL	158	0				
CMD-like	tr|A0ABX0Z475|A0ABX0Z475_9ACTN	142	0				
CMD-like	tr|A0ABX0ZL36|A0ABX0ZL36_9ACTN	161	0				
CMD-like	tr|A0ABX0ZT22|A0ABX0ZT22_9ACTN	135	0				
CMD-like	tr|A0ABX1A9X0|A0ABX1A9X0_9ACTN	170	0				
CMD-like	tr|A0ABX1AV66|A0ABX1AV66_9ACTN	175	0				
CMD-like	tr|A0ABX1BL27|A0ABX1BL27_9ACTN	149	0				
CMD-like	tr|A0ABX1C766|A0ABX1C766_9ACTN	151	0				
CMD-like	tr|A0ABX1DRR8|A0ABX1DRR8_9HYPH	157	0				
CMD-like	tr|A0ABX1DXG2|A0ABX1DXG2_9PROT	133	0				
CMD-like	tr|A0ABX1E243|A0ABX1E243_9PROT	181	0				
CMD-like	tr|A0ABX1E9I4|A0ABX1E9I4_9PROT	133	0				
CMD-like	tr|A0ABX1EAK8|A0ABX1EAK8_9PROT	178	0				
CMD-like	tr|A0ABX1EZ98|A0ABX1EZ98_9PROT	182	0				
CMD-like	tr|A0ABX1F1R8|A0ABX1F1R8_9PROT	189	0				
CMD-like	tr|A0ABX1FIC1|A0ABX1FIC1_9PSEU	159	0				
CMD-like	tr|A0ABX1GB66|A0ABX1GB66_9MICC	195	0				
CMD-like	tr|A0ABX1GDJ8|A0ABX1GDJ8_9GAMM	171	0				
CMD-like	tr|A0ABX1GH26|A0ABX1GH26_9GAMM	134	0				
CMD-like	tr|A0ABX1GZH0|A0ABX1GZH0_9ACTN	180	0				
CMD-like	tr|A0ABX1INN8|A0ABX1INN8_STRGB	149	0				
CMD-like	tr|A0ABX1IVK4|A0ABX1IVK4_9PSEU	182	0				
CMD-like	tr|A0ABX1J7U2|A0ABX1J7U2_9PSEU	182	0				
CMD-like	tr|A0ABX1JGK6|A0ABX1JGK6_9PSEU	152	0				
CMD-like	tr|A0ABX1KAT0|A0ABX1KAT0_9MICO	165	0				
CMD-like	tr|A0ABX1L0U6|A0ABX1L0U6_9LACO	125	0				
CMD-like	tr|A0ABX1PBP1|A0ABX1PBP1_9CYAN	187	0				
CMD-like	tr|A0ABX1PYN7|A0ABX1PYN7_9RHOO	129	0				
CMD-like	tr|A0ABX1Q116|A0ABX1Q116_9RHOO	210	0				
CMD-like	tr|A0ABX1Q1G5|A0ABX1Q1G5_9RHOO	178	0				
CMD-like	tr|A0ABX1Q5M4|A0ABX1Q5M4_9RHOO	197	0				
CMD-like	tr|A0ABX1QFW1|A0ABX1QFW1_9RHOO	205	0				
CMD-like	tr|A0ABX1R458|A0ABX1R458_9ALTE	184	0				
CMD-like	tr|A0ABX1RDC9|A0ABX1RDC9_9PSEU	186	0				
CMD-like	tr|A0ABX1SEY6|A0ABX1SEY6_9PSEU	203	0				
CMD-like	tr|A0ABX1TUH0|A0ABX1TUH0_9PROT	122	0				
CMD-like	tr|A0ABX1WTM9|A0ABX1WTM9_9BACT	183	0				
CMD-like	tr|A0ABX2BE30|A0ABX2BE30_9GAMM	152	0				
CMD-like	tr|A0ABX2C2G1|A0ABX2C2G1_9BURK	196	0				
CMD-like	tr|A0ABX2C729|A0ABX2C729_9BURK	179	0				
CMD-like	tr|A0ABX2E9S5|A0ABX2E9S5_9BURK	150	0				
CMD-like	tr|A0ABX2EF96|A0ABX2EF96_9BURK	160	0				
CMD-like	tr|A0ABX2EK99|A0ABX2EK99_9BURK	203	0				
CMD-like	tr|A0ABX2FHV8|A0ABX2FHV8_9PSEU	123	0				
CMD-like	tr|A0ABX2FIS6|A0ABX2FIS6_9PSEU	164	0				
CMD-like	tr|A0ABX2FUH5|A0ABX2FUH5_9BACT	128	0				
CMD-like	tr|A0ABX2IKX7|A0ABX2IKX7_9RHOO	145	0				
CMD-like	tr|A0ABX2K3U3|A0ABX2K3U3_9MYCO	205	0				
CMD-like	tr|A0ABX2KBP9|A0ABX2KBP9_9PROT	173	0				
CMD-like	tr|A0ABX2KZ72|A0ABX2KZ72_9PROT	142	0				
CMD-like	tr|A0ABX2LBW7|A0ABX2LBW7_9PROT	125	0				
CMD-like	tr|A0ABX2PB34|A0ABX2PB34_9RHOB	145	0				
CMD-like	tr|A0ABX2PT54|A0ABX2PT54_9RHOB	148	0				
CMD-like	tr|A0ABX2QY17|A0ABX2QY17_9PSED	150	0				
CMD-like	tr|A0ABX2R4E5|A0ABX2R4E5_9PSED	122	0				
CMD-like	tr|A0ABX2R545|A0ABX2R545_9PSED	138	0				
CMD-like	tr|A0ABX2TJA6|A0ABX2TJA6_9PROT	130	0				
CMD-like	tr|A0ABX2W9Q1|A0ABX2W9Q1_9ENTR	143	0				
CMD-like	tr|A0ABX2XFD9|A0ABX2XFD9_9FLAO	144	0				
CMD-like	tr|A0ABX3EKT3|A0ABX3EKT3_9BACL	136	0				
CMD-like	tr|A0ABX3NN49|A0ABX3NN49_9BACT	186	0				
CMD-like	tr|A0ABX3NYF5|A0ABX3NYF5_9BACT	157	0				
CMD-like	tr|A0ABX3P2P0|A0ABX3P2P0_9BACT	149	0				
CMD-like	tr|A0ABX3P8H2|A0ABX3P8H2_9HYPH	178	0				
CMD-like	tr|A0ABX3SWM2|A0ABX3SWM2_MYCMA	189	0				
